company_fyi,ticker,ticker_edgar,ticker_yfinance,yf_name,yf_exchange,cik,announcement_date,edgar_8k_date,layoff_count,layoff_pct,industry,country,source_url,match_src,confidence,mkt_cap_usd,currency,ticker_valid
Pear Therapeutics,,,,,,1835567.0,2022-11-16,2022-11-14,59.0,22%,Healthcare,United States,https://www.fiercebiotech.com/medtech/pear-therapeutics-trims-workforce-another-22,EDGAR_exact,NONE,,,
D2L,DTOL.TO,,DTOL.TO,D2L INC,TOR,,2022-11-16,,,5%,Education,Canada,https://www.d2l.com/newsroom/a-note-from-d2l-leadership/,yfinance_only,MEDIUM,469042075.04924583,CAD,True
UiPath,PATH,PATH,PATH,"UiPath, Inc.",NYQ,1734722.0,2022-11-15,2024-07-09,241.0,6%,Data,United States,https://www.marketwatch.com/story/uipath-stock-rockets-after-company-announces-further-layoffs-suggests-revenue-could-beat-2022-11-15,EDGAR_exact,HIGH,5892941762.468979,USD,True
Asana,ASAN,,ASAN,"Asana, Inc.",NYQ,,2022-11-15,,180.0,9%,Other,United States,https://www.linkedin.com/posts/anneraimondi_earlier-today-we-shared-the-incredibly-difficult-activity-6998297745270718465-a_MV/,yfinance_only,MEDIUM,1507097452.275322,USD,True
Deliveroo Australia,,,,,,,2022-11-15,,120.0,100%,Food,Australia,https://www.abc.net.au/news/2022-11-16/deliveroo-enters-voluntary-administration/101661932,yfinance_only,NONE,,,
Oatly,OTLY,,OTLY,Oatly Group AB,NMS,,2022-11-15,,,,Food,Sweden,https://www.cnn.com/2022/11/15/business-food/oatly-q3-2022-results/index.html,yfinance_only,MEDIUM,318494994.0443039,USD,True
Rubicon Technologies,,,,,,1862068.0,2022-11-15,2022-11-18,,11%,Other,United States,https://www.sec.gov/Archives/edgar/data/1862068/000182912622019365/rubicontech_8k.htm,EDGAR_exact,NONE,,,
Tencent,0700.HK,,0700.HK,TENCENT,HKG,,2022-11-15,,,,Consumer,China,https://www.reuters.com/technology/chinas-tencent-starts-new-round-layoffs-sources-2022-11-15/,yfinance_only,MEDIUM,4420811336001.517,HKD,True
Whispir,,,,,,,2022-11-15,,,30%,Other,Australia,https://www.afr.com/technology/whispir-cuts-30pc-of-staff-shares-surge-40pc-20221115-p5byfw,yfinance_only,NONE,,,
Illumina,ILMN,ILMN,ILMN,"Illumina, Inc.",NMS,1110803.0,2022-11-14,2023-06-26,500.0,5%,Healthcare,United States,https://www.genomeweb.com/business-news/illumina-lays-approximately-500-employees-response-economic-climate#.Y4FAPOzMJjM,EDGAR_exact,HIGH,19361726580.047607,USD,True
Sema4,,,,,,,2022-11-14,,500.0,,Healthcare,United States,https://www.marketwatch.com/story/sema4-to-cut-500-jobs-in-exit-from-reproductive-women-s-health-testing-smfr-271668433348?mod=markets,yfinance_only,NONE,,,
Science 37,,,,,,1819113.0,2022-11-14,2024-02-09,90.0,,Healthcare,United States,https://www.bizjournals.com/triangle/news/2022/11/14/science-37-layoffs-biotech-clinical-headwinds.html,EDGAR_exact,NONE,,,
Pear Therapeutics,,,,,,1835567.0,2022-11-14,2022-11-14,59.0,22%,Healthcare,United States,https://peartherapeutics.com/pear-therapeutics-reports-third-quarter-2022-results/,EDGAR_exact,NONE,,,
Cardlytics,CDLX,CDLX,CDLX,"Cardlytics, Inc. Common Stock",NGM,1666071.0,2022-11-14,2022-11-14,51.0,,Marketing,United States,https://www.marketscreener.com/quote/stock/CARDLYTICS-INC-40680969/news/Cardlytics-to-Terminate-51-Employees-Appoints-John-Balen-Chairman-Shares-up-After-Hours-42312731/,EDGAR_exact,HIGH,55054268.0,USD,True
Tricida,,,,,,1595585.0,2022-11-14,2020-10-29,,57%,Healthcare,United States,https://seekingalpha.com/pr/19020683-tricida-announces-third-quarter-2022-financial-results,EDGAR_exact,NONE,,,
Offerpad,OPAD,,OPAD,Offerpad Solutions Inc.,NYQ,,2022-11-11,,,7%,Real Estate,United States,https://www.bizjournals.com/phoenix/news/2022/11/11/offerpad-zillow-opendoor-redfin-arizona-layoffs.html,yfinance_only,MEDIUM,33148043.5244987,USD,True
GoTo Group,,,,,,,2022-11-10,,1300.0,12%,Transportation,Indonesia,https://www.reuters.com/technology/indonesias-goto-cuts-1300-workers-or-12-total-employees-2022-11-18/,yfinance_only,NONE,,,
Blend,BLND,,BLND,"Blend Labs, Inc.",NYQ,,2022-11-10,,100.0,6%,Finance,United States,https://www.housingwire.com/articles/blend-reports-133-98-million-loss-in-q3-layoffs-of-100-positions/,yfinance_only,MEDIUM,493519143.7071508,USD,True
Coinbase,COIN,COIN,COIN,"Coinbase Global, Inc.",NMS,1679788.0,2022-11-10,2023-05-04,60.0,,Crypto,United States,https://www.theinformation.com/articles/coinbase-is-cutting-more-jobs,EDGAR_exact,HIGH,46648072300.12352,USD,True
SoundHound,SOUN,,SOUN,"SoundHound AI, Inc.",NGM,,2022-11-10,,45.0,10%,Other,United States,https://techcrunch.com/2022/11/10/soundhound-layoffs/,yfinance_only,MEDIUM,2824398750.019133,USD,True
Meta,META,,META,"Meta Platforms, Inc.",NMS,,2022-11-09,,11000.0,13%,Consumer,United States,https://www.cnbc.com/2022/11/09/meta-to-lay-off-more-than-11000-thousand-employees.html,yfinance_only,MEDIUM,1465194362007.3398,USD,True
Redfin,RDFN,RDFN,,,,1382821.0,2022-11-09,2023-08-03,862.0,13%,Real Estate,United States,https://www.businessinsider.com/redfin-layoffs-home-flipping-business-redfinnow-shut-down-2022-11,EDGAR_exact,MEDIUM,,,False
Root Insurance,,,,,,,2022-11-09,,137.0,20%,Finance,United States,https://www.dispatch.com/story/business/employment/2022/11/09/columbus-company-root-to-cut-20-of-its-workforce/69635184007/,yfinance_only,NONE,,,
Coursera,COUR,,COUR,"Coursera, Inc.",NYQ,,2022-11-09,,,,Education,United States,https://blog.coursera.org/changes-to-the-coursera-team/,yfinance_only,MEDIUM,990484538.0029969,USD,True
RingCentral,RNG,RNG,RNG,"Ringcentral, Inc.",NYQ,1384905.0,2022-11-09,2022-11-09,,10%,Other,United States,https://www.barrons.com/articles/ringcentral-cuts-staff-earnings-51668030815,EDGAR_exact,HIGH,3264894153.137726,USD,True
Spotify,SPOT,,SPOT,Spotify Technology S.A.,NYQ,,2022-11-09,,,,Media,Sweden,https://www.digitalmusicnews.com/2022/11/09/spotify-layoffs-november-2022/,yfinance_only,MEDIUM,96766760633.96973,USD,True
EverBridge,,,,,,,2022-11-08,,200.0,,Other,United States,https://www.bizjournals.com/boston/news/2022/11/08/everbridge-to-lay-off-200-workers.html,yfinance_only,NONE,,,
Astra,AZN,,AZN,AstraZeneca PLC,NYQ,,2022-11-08,,,16%,Aerospace,United States,https://www.linkedin.com/posts/chrisckemp_today-we-made-the-difficult-decision-to-activity-6995868932138033153-knfZ/,yfinance_only,MEDIUM,311188405751.1842,USD,True
NanoString,,,,,,1401708.0,2022-11-08,2024-01-05,,10%,Healthcare,United States,https://www.genomeweb.com/business-news/nanostring-technologies-delivers-underwhelming-q3-lays-10-percent-workforce#.Y3MWTuzMK58,EDGAR_exact,NONE,,,
Salesforce,CRM,CRM,CRM,"Salesforce, Inc.",NYQ,1108524.0,2022-11-07,2024-02-28,1000.0,1%,Sales,United States,https://www.cnbc.com/2022/11/08/salesforce-cut-hundreds-of-employees-on-monday.html,EDGAR_exact,HIGH,174506885147.09473,USD,True
Varonis,VRNS,,VRNS,"Varonis Systems, Inc.",NMS,,2022-11-06,,110.0,5%,Security,United States,https://www.calcalistech.com/ctechnews/article/hjfkkmrbo,yfinance_only,MEDIUM,2563087470.6754475,USD,True
Twitter,,,,,,,2022-11-04,,3700.0,50%,Consumer,United States,https://www.nytimes.com/2022/11/04/technology/elon-musk-twitter-layoffs.html,yfinance_only,NONE,,,
Lyft,LYFT,LYFT,LYFT,"Lyft, Inc.",NMS,1759509.0,2022-11-03,2025-02-11,700.0,13%,Transportation,United States,https://www.wsj.com/articles/lyft-plans-to-lay-off-hundreds-of-staffers-11667490092,EDGAR_exact,HIGH,5307406644.185877,USD,True
LendingTree,TREE,TREE,TREE,"LendingTree, Inc.",NMS,1434621.0,2022-11-03,2023-03-29,200.0,,Finance,United States,https://investors.lendingtree.com/static-files/b06a0e39-53f1-480a-867f-230222a6a84c,EDGAR_exact,HIGH,584852967.6346436,USD,True
Delivery Hero,DHER.DE,,DHER.DE,Delivery Hero SE              N,GER,,2022-11-03,,100.0,,Food,Germany,https://mobile.twitter.com/GergelyOrosz/status/1588220445039497222,yfinance_only,MEDIUM,4806362665.608536,EUR,True
Affirm,AFRM,,AFRM,"Affirm Holdings, Inc.",NMS,,2022-11-03,,,1%,Finance,United States,https://www.theinformation.com/briefings/e-commerce-layoff-tally-mounts-with-faire-affirm-cuts,yfinance_only,MEDIUM,15169859351.51191,USD,True
LiveRamp,RAMP,RAMP,RAMP,"LiveRamp Holdings, Inc.",NYQ,733269.0,2022-11-03,2022-11-04,,10%,Marketing,United States,https://www.marketscreener.com/quote/stock/LIVERAMP-HOLDINGS-INC-54039111/news/LIVERAMP-HOLDINGS-INC-Costs-Associated-with-Exit-or-Disposal-Activities-form-8-K-42212180/,EDGAR_exact,HIGH,1688603875.0241928,USD,True
Rubius,,,,,,,2022-11-03,,,82%,Healthcare,United States,https://www.fiercebiotech.com/biotech/more-biotechs-hit-wall-rubius-lays-82-and-tricida-seeks-out-sale,yfinance_only,NONE,,,
Opendoor,OPEN,,OPEN,Opendoor Technologies Inc,NMS,,2022-11-02,,550.0,18%,Real Estate,United States,https://www.bloomberg.com/news/articles/2022-11-02/opendoor-lays-off-18-of-workers-in-wave-of-housing-cutbacks,yfinance_only,MEDIUM,4379547612.677471,USD,True
Oracle,ORCL,,ORCL,Oracle Corporation,NYQ,,2022-11-01,,200.0,,Other,United States,https://www.businessinsider.com/oracle-cloud-infrastructure-layoffs-200-employees-2022-11?IR=T,yfinance_only,MEDIUM,417688148292.2058,USD,True
Upstart,UPST,,UPST,"Upstart Holdings, Inc.",NMS,,2022-11-01,,140.0,7%,Finance,United States,https://techcrunch.com/2022/11/01/upstart-layoffs/,yfinance_only,MEDIUM,2486834019.211853,USD,True
Amazon,AMZN,,AMZN,"Amazon.com, Inc.",NMS,,2022-10-28,,150.0,,Retail,United States,https://www.geekwire.com/2022/amazon-makes-staff-cuts-at-amp-the-app-it-launched-this-year-to-reimagine-radio/,yfinance_only,MEDIUM,2260452366220.8086,USD,True
Seagate,STX,STX,STX,Seagate Technology Holdings PLC,NMS,1137789.0,2022-10-26,2022-10-26,3000.0,8%,Hardware,United States,https://www.cnbc.com/2022/10/26/seagate-will-cut-3000-employees-in-latest-sign-of-major-pc-and-cloud-slowdown.html,EDGAR_exact,HIGH,94789616422.36609,USD,True
MindBody,,,,,,,2022-10-26,,400.0,15%,Fitness,United States,https://www.sanluisobispo.com/news/business/article267890657.html,yfinance_only,NONE,,,
Zillow,Z,,Z,"Zillow Group, Inc.",NMS,,2022-10-26,,300.0,5%,Real Estate,United States,https://techcrunch.com/2022/10/26/zillow-layoff-300-employees/,yfinance_only,MEDIUM,9805429978.302906,USD,True
Philips,PHG,,PHG,Koninklijke Philips N.V. NY Reg,NYQ,,2022-10-24,,4000.0,5%,Healthcare,Netherlands,https://www.reuters.com/business/philips-cut-4000-jobs-after-medical-equipment-recall-2022-10-24/,yfinance_only,MEDIUM,26161274742.96074,USD,True
F5,FFIV,FFIV,FFIV,"F5, Inc.",NMS,1048695.0,2022-10-21,2023-06-09,100.0,1%,Security,United States,https://www.geekwire.com/2022/f5-cutting-fewer-than-100-jobs-due-to-current-macroeconomic-environment/,EDGAR_exact,HIGH,16796198707.402618,USD,True
Volta,SPEL.PA,,SPEL.PA,FONCIERE VOLTA,PAR,,2022-10-21,,,54%,Transportation,United States,https://investors.voltacharging.com/news/news-details/2022/Volta-Provides-Update-on-Business-Realignment/default.aspx,yfinance_only,MEDIUM,92792154.4,EUR,True
Arrival,ARVLF,,ARVLF,Arrival,PNK,,2022-10-20,,,,Transportation,United Kingdom,https://www.ft.com/content/5278ba4a-49c0-4e99-bed1-68adfa658c62,yfinance_only,MEDIUM,1837.5107535805728,USD,True
Starry,SSEA,,SSEA,Starry Sea Acquisition Corp,NCM,1884697.0,2022-10-20,2023-01-18,,50%,Other,United States,https://investors.starry.com/news/news-details/2022/Starry-Announces-Strong-Third-Quarter-2022-Operational-Results-Takes-Cost-Cutting-Measures-to-Conserve-Capital-as-It-Explores-Strategic-Options/default.aspx,EDGAR_exact,MEDIUM,77427744.7015686,USD,True
Leafly,,,,,,,2022-10-18,,56.0,21%,Retail,United States,https://investor.leafly.com/news/news-details/2022/Leafly-Announces-Cost-Reductions-to-Strengthen-Financial-Profile/default.aspx,yfinance_only,NONE,,,
Microsoft,MSFT,,MSFT,Microsoft Corporation,NMS,,2022-10-17,,,,Other,United States,https://www.cnbc.com/2022/10/18/microsoft-confirms-job-cuts-after-calling-for-growth-to-slow.html,yfinance_only,MEDIUM,2745297298505.8135,USD,True
Beyond Meat,BYND,BYND,BYND,"Beyond Meat, Inc.",NMS,1655210.0,2022-10-14,2023-11-08,200.0,19%,Food,United States,https://www.cnbc.com/2022/10/14/beyond-meat-to-cut-19percent-of-its-workforce-as-sales-stock-struggle.html,EDGAR_exact,HIGH,281286755.60335445,USD,True
Beyond Meat,BYND,BYND,BYND,"Beyond Meat, Inc.",NMS,1655210.0,2022-10-14,2023-11-08,200.0,19%,Food,United States,https://www.fooddive.com/news/beyond-meat-layoffs-cut-revenue-outlook/634141/,EDGAR_exact,HIGH,281286755.60335445,USD,True
Salesforce,CRM,CRM,CRM,"Salesforce, Inc.",NYQ,1108524.0,2022-10-13,2024-02-28,90.0,,Sales,United States,https://www.protocol.com/bulletins/salesforce-layoffs-hiring-freeze,EDGAR_exact,HIGH,174506885147.09473,USD,True
Sinch,SINCH.ST,,SINCH.ST,Sinch AB,STO,,2022-10-12,,150.0,,Other,Sweden,https://uk.finance.yahoo.com/news/sinch-provides-further-details-cost-050000622.html?guccounter=1&guce_referrer=aHR0cHM6Ly93d3cuZ29vZ2xlLmNvbS8&guce_referrer_sig=AQAAADRwGUBG5kbOJSYKYLt0IB4O8FbUDo9ttkFRgcUELO6Gf8q-smbnt44fBnI2cQFSmYc-4WiXRXdWx6qJdy54DTsJ-irN2alA4VstuV5lfL5PxPrE0vqlEnbbUVGbcRKu_XA3zO7BBQ2GLIT4onEZtoyXzlECwxiIa5kcgNBN3ih4,yfinance_only,MEDIUM,18671573228.833843,SEK,True
HelloFresh,HELFY,,HELFY,Hellofresh SE,PNK,,2022-10-10,,611.0,,Food,United States,https://www.businessinsider.com/meal-kit-maker-hellofresh-to-lay-off-600-closes-california-facility-2022-10,yfinance_only,MEDIUM,635698213.9803765,USD,True
SurveyMonkey,,,,,,,2022-10-10,,180.0,11%,Marketing,United States,https://www.sec.gov/ix?doc=/Archives/edgar/data/1739936/000095017022019536/mntv-20221010.htm,yfinance_only,NONE,,,
BioMarin,BMRN,,BMRN,BioMarin Pharmaceutical Inc.,NMS,,2022-10-07,,120.0,4%,Healthcare,United States,https://www.fiercebiotech.com/biotech/biomarin-lays-120-employees-save-50m-year-us-hit-hardest,yfinance_only,MEDIUM,11008589391.968372,USD,True
Peloton,PTON,,PTON,"Peloton Interactive, Inc.",NMS,,2022-10-06,,500.0,12%,Fitness,United States,https://www.wsj.com/articles/peloton-to-cut-another-500-jobs-in-last-bid-for-turnaround-11665011471,yfinance_only,MEDIUM,1829603168.1556034,USD,True
Spotify,SPOT,,SPOT,Spotify Technology S.A.,NYQ,,2022-10-06,,,,Media,Sweden,https://techcrunch.com/2022/10/06/spotify-cancels-11-original-podcasts-lays-off-under-5-of-staff/,yfinance_only,MEDIUM,96766760633.96973,USD,True
8x8,EGHT,,EGHT,8x8 Inc,NMS,,2022-10-04,,200.0,9%,Support,United States,https://www.channelfutures.com/business-models/8x8-lays-off-workers-cites-operational-efficiency,yfinance_only,MEDIUM,242413930.32864332,USD,True
Westwing,WEW.DE,,WEW.DE,Westwing Group SE             I,GER,,2022-09-29,,125.0,,Retail,Germany,Internal memo,yfinance_only,MEDIUM,240021443.14224052,EUR,True
DocuSign,DOCU,DOCU,DOCU,"DocuSign, Inc.",NMS,1261333.0,2022-09-28,2024-02-06,671.0,9%,Sales,United States,https://www.sfgate.com/news/article/san-francisco-tech-company-docusign-layoffs-17473918.php,EDGAR_exact,HIGH,9365592935.751831,USD,True
Volta,SPEL.PA,,SPEL.PA,FONCIERE VOLTA,PAR,,2022-09-28,,,10%,Transportation,United States,https://investors.voltacharging.com/news/news-details/2022/Volta-Realigns-Organization-to-Reduce-Costs-and-Drive-Strategic-Priorities/default.aspx,yfinance_only,MEDIUM,92792154.4,EUR,True
Compass,COMP,COMP,COMP,"Compass, Inc.",NYQ,1563190.0,2022-09-20,2023-01-05,271.0,,Real Estate,United States,https://www.geekwire.com/2022/real-estate-giant-compass-lays-off-84-workers-in-washington-state-as-it-targets-tech-team-for-cuts/,EDGAR_exact,HIGH,5329532096.520105,USD,True
Ouster,OUST,,OUST,"Ouster, Inc.",NMS,,2022-09-20,,,10%,Transportation,United States,https://www.businesswire.com/news/home/20220920005531/en/Ouster-Streamlines-Cost-Structure-to-Bolster-Path-to-Profitability,yfinance_only,MEDIUM,1169410365.1272068,USD,True
LivePerson,LPSN,,LPSN,"LivePerson, Inc.",NMS,,2022-09-15,,193.0,11%,Support,United States,Internal memo,yfinance_only,MEDIUM,30977758.905335188,USD,True
Acast,0PN.SG,,0PN.SG,Acast AB,STU,,2022-09-15,,70.0,15%,Media,Sweden,https://www.bloomberg.com/news/newsletters/2022-09-15/swedish-podcast-company-acast-lays-off-15-of-its-staff,yfinance_only,MEDIUM,,,False
Twilio,TWLO,TWLO,TWLO,Twilio Inc.,NYQ,1447669.0,2022-09-14,2023-02-13,800.0,11%,Other,United States,https://techcrunch.com/2022/09/14/twilio-lays-off-11-of-its-staff-as-it-aims-for-profitability-in-2023/,EDGAR_exact,HIGH,19779409384.64833,USD,True
Netflix,NFLX,,NFLX,"Netflix, Inc.",NMS,,2022-09-14,,30.0,,Media,United States,https://deadline.com/2022/09/netflix-animation-layoff-30-staffers-overhaul-continues-1235118700/,yfinance_only,MEDIUM,405312567187.26984,USD,True
Rubius,,,,,,,2022-09-13,,160.0,75%,Healthcare,United States,https://www.fiercebiotech.com/biotech/rubius-makes-hard-pivot-after-reviewing-clinical-data-dumping-lead-assets-and-laying-75,yfinance_only,NONE,,,
Taboola,TBLA,,TBLA,Taboola.com Ltd.,NMS,,2022-09-13,,100.0,6%,Marketing,United States,https://www.calcalistech.com/ctechnews/article/hybe11icxs,yfinance_only,MEDIUM,930961480.9074244,USD,True
Rent the Runway,RENT,RENT,RENT,"Rent the Runway, Inc.",NGM,1468327.0,2022-09-12,2024-01-09,,24%,Retail,United States,https://www.wsj.com/articles/rent-the-runway-to-reduce-workforce-as-more-customers-pause-their-subscriptions-11663025034,EDGAR_exact,HIGH,165720225.67955208,USD,True
BigBear.ai,BBAI,,BBAI,"BigBear.ai, Inc.",NYQ,1836981.0,2022-09-08,2025-03-06,,7%,Data,United States,https://www.bizjournals.com/baltimore/news/2022/09/08/columbia-bigbear-ai-layoff-staff-cash-flow-issues.html,EDGAR_exact,MEDIUM,1628113529.6602345,USD,True
Uber,UBER,,UBER,"Uber Technologies, Inc.",NYQ,,2022-09-07,,60.0,,Transportation,Lithuania,https://www.linkedin.com/posts/gergelyorosz_uber-lithuania-softwareengineering-activity-6973669838502187009-aK1z/,yfinance_only,MEDIUM,147587495328.37854,USD,True
Sea,SEA,,SEA,U.S. Global Sea to Sky Cargo ET,PCX,,2022-09-02,,,,Consumer,Singapore,https://www.peoplematters.in/news/technology/singapores-sea-cuts-jobs-in-gaming-arm-in-second-round-of-layoffs-35132,yfinance_only,MEDIUM,,,False
Shopify,SHOP,,SHOP,Shopify Inc.,NMS,,2022-09-01,,70.0,,Retail,Canada,https://www.theinformation.com/briefings/shopify-makes-a-fresh-round-of-layoffs,yfinance_only,MEDIUM,154678504246.48102,USD,True
Snap,SNAP,SNAP,SNAP,Snap Inc.,NYQ,1564408.0,2022-08-31,2022-08-31,1280.0,20%,Consumer,United States,https://www.theverge.com/2022/8/30/23329301/snap-layoffs-20-percent-employees-snapchat,EDGAR_exact,HIGH,8275864912.071013,USD,True
GoodRx,GDRX,GDRX,GDRX,"GoodRx Holdings, Inc.",NMS,1809519.0,2022-08-31,2023-11-09,140.0,16%,Healthcare,United States,https://seekingalpha.com/news/3879125-goodrx-laying-off-140-employees-16-of-workforce,EDGAR_exact,HIGH,688574737.712955,USD,True
Hippo Insurance,,,,,,,2022-08-31,,70.0,10%,Finance,United States,https://www.globes.co.il/news/article.aspx?did=1001423046,yfinance_only,NONE,,,
TCR2,,,,,,,2022-08-31,,30.0,20%,Healthcare,United States,https://www.fiercebiotech.com/biotech/scoop-tcr2-therapeutics-just-laid-40-its-staff-its-second-round-cuts-less-six-months,yfinance_only,NONE,,,
Skillz,SKLZ,,SKLZ,Skillz Inc.,NYQ,,2022-08-29,,,,Consumer,United States,https://seekingalpha.com/news/3876880-skillz-launches-headcount-reduction-plan-bruckheimer-leaves-board,yfinance_only,MEDIUM,40950763.27128124,USD,True
Otonomo,,,,,,,2022-08-28,,,,Transportation,Israel,https://www.calcalistech.com/ctechnews/article/b12ifyk1j,yfinance_only,NONE,,,
Okta,OKTA,OKTA,OKTA,"Okta, Inc.",NMS,1660134.0,2022-08-26,2023-02-02,24.0,,Security,United States,https://www.unleash.ai/economy/okta-lays-off-us-sourcing-team/,EDGAR_exact,HIGH,14026885325.239914,USD,True
Kogan,KGN.AX,,KGN.AX,KOGAN.COM FPO [KGN],ASX,,2022-08-23,,,,Retail,Australia,https://www.smartcompany.com.au/industries/retail/kogan-financial-report-losses-e-commerce-online-shopping/,yfinance_only,MEDIUM,365057518.66563606,AUD,True
Wayfair,W,W,W,Wayfair Inc.,NYQ,1616707.0,2022-08-19,2025-03-07,870.0,5%,Retail,United States,https://www.bostonglobe.com/2022/08/19/business/wayfair-cuts-870-jobs-including-400-boston-it-reacts-decline-sales/,EDGAR_exact,HIGH,9838776615.5,USD,True
New Relic,,,,,,1448056.0,2022-08-18,2023-06-27,110.0,5%,Infrastructure,United States,https://www.marketwatch.com/story/new-relic-commits-to-restructuring-plan-including-layoffs-271660823014,EDGAR_exact,NONE,,,
Sema4,,,,,,,2022-08-15,,250.0,13%,Healthcare,United States,https://ir.sema4.com/news-releases/news-release-details/sema4-announces-continued-restructuring-business-highlights-and,yfinance_only,NONE,,,
Blend,BLND,,BLND,"Blend Labs, Inc.",NYQ,,2022-08-15,,220.0,12%,Finance,United States,https://www.housingwire.com/articles/blend-takes-a-478m-loss-cuts-25-of-its-workforce/,yfinance_only,MEDIUM,493519143.7071508,USD,True
ContraFect,CFRXQ,CFRXQ,CFRXQ,ContraFect Corporation,PNK,1478069.0,2022-08-15,2023-11-15,16.0,37%,Healthcare,United States,https://www.benzinga.com/general/biotech/22/08/28497436/contrafect-cuts-workforce-after-trial-setback,EDGAR_exact,HIGH,107.0480272957393,USD,True
ThredUp,TDUP,,TDUP,ThredUp Inc.,NMS,,2022-08-15,,,15%,Retail,United States,https://www.retaildive.com/news/thredup-lays-off-15-of-its-corporate-workforce-as-q2-losses-widen/629766/,yfinance_only,MEDIUM,430655009.4066982,USD,True
Peloton,PTON,,PTON,"Peloton Interactive, Inc.",NMS,,2022-08-12,,784.0,13%,Fitness,United States,https://www.cnbc.com/2022/08/12/peloton-shares-jump-as-company-announces-price-hikes-for-some-products.html,yfinance_only,MEDIUM,1829603168.1556034,USD,True
Core Scientific,CORZ,,CORZ,"Core Scientific, Inc.",NMS,,2022-08-12,,,10%,Crypto,United States,https://blockworks.co/crypto-miner-core-scientific-downsizing-after-840m-impairment-charge/,yfinance_only,MEDIUM,4824589681.644931,USD,True
Guidewire,GWRE,,GWRE,"Guidewire Software, Inc.",NYQ,,2022-08-11,,,2%,Finance,United States,Internal memo,yfinance_only,MEDIUM,12632149325.75476,USD,True
GoHealth,GOCO,,GOCO,"GoHealth, Inc.",NCM,,2022-08-09,,800.0,20%,Healthcare,United States,https://www.chicagobusiness.com/technology/gohealth-lays-800-workers-online-health-insurance-seller-cuts-back,yfinance_only,MEDIUM,38319806.95647192,USD,True
Nutanix,NTNX,NTNX,NTNX,"Nutanix, Inc.",NMS,1618732.0,2022-08-09,2022-08-09,270.0,4%,Infrastructure,United States,https://www.marketscreener.com/quote/stock/NUTANIX-INC-31497437/news/NUTANIX-INC-Costs-Associated-with-Exit-or-Disposal-Activities-form-8-K-41257917/,EDGAR_exact,HIGH,10286013356.518524,USD,True
Quanterix,QTRX,QTRX,QTRX,Quanterix Corporation,NGM,1503274.0,2022-08-09,2022-08-08,130.0,25%,Healthcare,United States,https://www.genomeweb.com/business-news/quanterix-slashing-workforce-25-percent-it-refocuses-commercial-efforts#.Y3J8V-zMK8B,EDGAR_exact,HIGH,163351113.89530897,USD,True
Wix,WIX,,WIX,Wix.com Ltd.,NMS,,2022-08-09,,100.0,,Marketing,Israel,https://www.calcalistech.com/ctechnews/article/b1icqik0c,yfinance_only,MEDIUM,5277430846.5,USD,True
Absci,ABSI,,ABSI,Absci Corporation,NMS,,2022-08-09,,40.0,,Healthcare,Canada,https://www.absci.com/message-from-ceo-08-09-2022/,yfinance_only,MEDIUM,482016993.04324484,USD,True
Berkeley Lights,,,,,,,2022-08-09,,,12%,Healthcare,United States,https://investors.berkeleylights.com/news/news-details/2022/Berkeley-Lights-Reports-Second-Quarter-2022-Financial-Results/default.aspx,yfinance_only,NONE,,,
Kaltura,KLTR,KLTR,KLTR,"Kaltura, Inc.",NMS,1432133.0,2022-08-09,2022-11-10,,10%,Media,United States,https://en.globes.co.il/en/article-kaltura-laying-off-10-of-workforce-1001420938,EDGAR_exact,HIGH,174020597.64696229,USD,True
Shift,SFTGQ,SFTGQ,FOUR,"Shift4 Payments, Inc.",NYQ,1762322.0,2022-08-09,2024-09-26,,,Transportation,United States,https://www.globenewswire.com/news-release/2022/08/09/2495362/0/en/Shift-Announces-Merger-with-CarLotz-a-New-Business-Plan-that-Enables-the-Company-to-Achieve-Profitability-in-2024-Appointment-of-new-CEO-also-Releases-Q2-Results.html,EDGAR_exact,LOW_CONFLICT,,,False
Sweetgreen,SG,,SG,"Sweetgreen, Inc.",NYQ,,2022-08-09,,,,Food,United States,https://www.cnbc.com/2022/08/09/sweetgreen-stock-plummets-after-salad-chain-cuts-forecast-announces-layoffs.html,yfinance_only,MEDIUM,642686239.0831718,USD,True
Groupon,GRPN,GRPN,GRPN,"Groupon, Inc.",NMS,1490281.0,2022-08-08,2023-01-30,500.0,15%,Retail,United States,https://techcrunch.com/2022/08/08/groupon-cuts-over-500-staff-as-the-downturn-takes-its-tolll/,EDGAR_exact,HIGH,456046239.65860367,USD,True
Vroom,VRM,VRM,VRM,"Vroom, Inc.",NGM,1580864.0,2022-08-08,2024-01-22,337.0,,Transportation,United States,https://www.autonews.com/dealers/vroom-earnings-q2-net-loss-1151-million-used-car-retailer-cuts-jobs,EDGAR_exact,HIGH,67158339.71404076,USD,True
Warby Parker,WRBY,,WRBY,Warby Parker Inc.,NYQ,,2022-08-08,,63.0,,Consumer,United States,https://www.businessinsider.com/warby-parker-lays-off-63-corporate-employees-internal-memo-2022-8,yfinance_only,MEDIUM,2621606886.885952,USD,True
Perion,PERI,,PERI,Perion Network Ltd,NMS,,2022-08-08,,20.0,5%,Marketing,Israel,https://en.globes.co.il/en/article-perion-network-lays-off-20-transfers-us-activities-to-israel-1001420801,yfinance_only,MEDIUM,405594357.3753586,USD,True
